text,sentiment,,
For keeping your guitar picks where you can quickly grab them the Dunlop mic stand pick holder is EXTREMELY efficient and useful ESPECIALLY when performing live.Always great products and always dependable.I also own the guitar maintenance kits and the capo.Not one product has let me down yet.My capo is 8 years old.,positive,,
"As I mentioned in the title, this simply snaps to the stand and holds picks. Enough said. It does its job and does it ok for my taste.",positive,,
I love these pick holders.  They're easy to get on and off.  They hold a nice amount of picks.  And you get that rock-star feel (throw picks at the audience).  A must for any gigging guitarist.,positive,,
Holds my picks in place  nicely... snaps on 2 microphone stand firmly...  Never come up short again...  Its just a nice accessory to have and cheap too,positive,,
I have the small version. But for the price of this version is more useful for a few dollars more. I used in all my concerts and its excellent! 100% recommended!,positive,,
"Fits nicely on my mic stand and hold a butt load of picks. It is quite tight on my picks, but I imagine it will loosen slightly as it gets used.",positive,,
"I drop my pics on purpose now just so I can use it more often! It does what it's supposed to do, what else can I say.",positive,,
"I bought this thing not thinking I would use it too much, but wanted it for future use, I was wrong, no more misplacing picks for me. Highly recommended, also fits on my guitar stand, very cool.",positive,,
"There isn't much to say about this product, except it works as advertised.  If you don't have one of these and you are a live performer, I highly recommend you pony up the few dollars and pick one up (pun intended).",positive,,
I tend to drop picks from time to time and it's nice to have them at the ready when the time arises.This was a basket filler when I needed to get to $25 for my free shipping one day but I find it very useful and use it every time I play.Don't know why I waited so long to get one..,positive,,
Works really well! This is very convenient for when your on stage and are switching to fingering style or something. You can just drop the pick in your hands and pick a new one up when ready.,positive,,
This pick holder is awesome. It just snaps on to your mic stand...add 6 picks and start rockin'! It holds the picks securely so if you're performing outdoors the wind wont blow them away.,positive,,
"The mic stand pick holder is a great way to keep picks available while playing.  I switch between playing guitar and bass so I often change the gauge of the pick I am using.  This pick holder is a great way to have the picks available if you change picks often. The holder snaps firmly to the arm of the mic stand and does not slide around the arm. It holds the picks firmly, there is no chance they will fall out of the holder.",positive,,
"If you can't find a container and add your own sponge, then buy this.Keeping a valuable guitar humidified is essential.I think this item should cost three bucks at most, and $1.50 would still yield a healthy profit!I made some more from stuff from the dollar which I think are better.I use this one for my baritone uke, and the bigger ones I made I use in my dreadnaughts.If you make your own, just make sure to not let the sponge drip, ie, wring it out, and make sure it does not actually touch any bare wood.",positive,,
"Excellent product, simple and practical design,holds firmly inside the guitar mouth and keeps humidity levels in the safe zone.If humidity levels in your area go below 40% you simply need to provide extra humidity to prevent cracks.",positive,,
"Planet Waves humidifiers are simple to use and a great product to guard against drying your guitar and causing splitting. Dampen the sponge, squeeze out excess water, insert the sponge into the holder and the holder between hte strings. Check on it every few days and keep the sponge damp. Couldn't be any easier. I use them all winter long in my guitars.",positive,,
"It's nothing special.  No frills, just a simple concept that works.  It's important to maintain humidity in your instrument, especially in a dry climate like west Texas.  The evaporation rate will depend on the amount of humidity in the air where you store your instrument.So, when you first start using it, you have to be diligent to check the sponge regularly to ensure that it is still moist.",positive,,
"This compact humidifier is easily filled with an included plastic syringe.  If you don't over-fill, it will not drip, and you can simply place it in your case instead of the usual sponge.",positive,,
"Purchased this to replace the Dampit as a no drip alternative. With the solid base it will not drip and it fairly easy to use. Distilled water will extend the life of the sponge. Overall simple and effective.However, I may have added too much humidity. Was using in conjunction with humidipak to keep them from drying out thinking they would absorb any excess humidity, but I then noticed an irregularity in the reflection of the pick guard and the tone seemed to be muted so shifted over to humidipak only and will re humidify them outside the guitar case.I do use a hydrometer but I don't think it was effectively reading the inside of the guitar, but only the inside of the case.So I think the Planet Waves humidifier works well for its intended purpose, but you do have to monitor that you are not over or under utilizing it.",positive,,
"I have an electronic indoor/outdoor thermometer that shows relative humidity and a whole house humidifier.It is interesting to see just how quickly relative humidity changes inside and outside with that electronic thermometer.The whole house humidifier pumps out about 3 gallons of water a day into a 1500 sq ft house during the fall and winter keeping the indoor humidity around 47%.This makes the house feel warmer and makes my breathing easier. Makes the whole house safer for the Martins.Now you can use a little in the case humidifier like this to help with humidity, but I think you really need a whole house solution and a monitor system.A sponge in a zip lock bag with a few holes works well too. Just don't get water on the wood.And don't forget to take the silica gel packs out of the little accessory compartment in the case. Many guitars come shipped with these and their job is to remove humidity from the case.All the better acoustic guitar shops I go to have a big humidifier running in their showrooms.",positive,,
"I thought I would throw my two-cents in about the new design and effectiveness of this soundhole humidifier.After making a few homemade case humidifiers out of things like a travel butter container with many holes drilled into it and a sponge, I started thinking about how some of the cases separate the body cavity from the neck & headstock cavity inside the guitar case and not allowing the humidity to flow freely to all areas, especially the body where it is needed the most.Even though I was getting acceptable humidification in the case I was concerned about the body being dryer in comparison so I went ahead and splurged the 8 bucks on these. (I actually bought three of them.)I crank the gas heat up in the house in the winter and A/C in the summer, keep my guitars inside their cases and inside a closet. The humidity drops quite low, but the sponges remain moist for several days before I can no longer fight the urge to re-wet them. lol.Two great tips in one:Use a regular, more dense sponge, thicker like the ones at the dollar store. Cut them to size and stuff them in!Throw away the sponge when it starts to get yucky and don't worry about distilled water, unless you want to. I can't argue using very pure water compared to the possibly toxic crap that comes out our faucets, but for one dollar you can get a boat load of them after you cut them to size, and toss them away without any regard when needing replaced.Don't worry about the &#34;thing&#34; hanging in-between your strings. It will not damage anything unless you get the sponge  too saturated and it leaks. I will either squeeze the excess water out, or shake the container with the sponge inside until I am satisfied that it won't drip.The humidifier will not cause any stress or damage to your strings by spreading them when you wedge this inside your soundhole.If you ARE rough, careless, thoughtless, or stupid, you could possibly knock this loose and have it rub or fall out, but I would be more worried about the guitar and what it would take for this to happen. This would be more extreme to the guitar than the humidifier or any harm it could cause.The top snaps on by squeezing the sides to release little tabs that stick through the top cover. The sponge inside is quite small, and there isn't too much room for a much larger sponge. The device is simple and fairly solid. Treat it gently and it will last forever. You can easily clean the inside or run it through a dishwasher. If you give the inside a quick rinse every few fills, I'm sure it would be a decade before anything &#34;built up&#34; to require extensive cleaning or replacement.Keep an eye on it for the first few days and then weeks to get a feel for when you should be re-wetting the sponge.Try to keep the sponge moist when it's dry.I strongly suggest getting an Oasis case humidifier, (or similar) mini sized about 1&#34; X 4&#34; costing around 17-20 bucks.This will take any guesswork out of the equation and give you fairly accurate readings inside your guitar or instrument case.Remember, too much humidity can cause your acoustic guitar to warp. Too dry and it will shrink and crack, split the soundboard (top) also leaving the edges of the frets sticking out like the backbone of a fish and quite abrasive!If you spent more than one hundred dollars on your guitar and live where it gets cold and/or dry, you would be negligent (if not careless) to spend the pittance to make sure your 'baby ain't thirsty', or worse...dead & broken!Hope this helps!",positive,,
I wish it was a little longer lasting but it does do the trick. My guitar would probably not be happy without it.,positive,,
"This is a upgraded version of the guitar humdifier, The first one had that green stuff that florists use in it and you used a plastic syringe to ad water to it. This has a replaceable sponge, you take it out, soak it and squeeze out excess then put it back in container, would say it gets more humidity out.",positive,,
"It's simple, basic, but I don't think it does that good of a job. This is because it doesn't really humidify that much and doesn't extend very far into the guitar.",positive,,
A simple system for gettting humidity into the guitar, The price is just right and it is very simple to use.,positive,
"This is a simple humidifier for guitars with a round sound hole.  It would not work for an f-hole archtop or other types of instruments such as mandolin or ukulele.  Inside the sturdy plastic case is what appears to be an ordinary kitchen sponge.  If you use distilled water (as recommended) it should last quite a while.  The top comes off with a gentle press on the sides.  The dry sponge can be a little difficult to remove with fingers but tweezers or needle nose pliers work perfectly.  Don't push it all the way in after moistening and you won't have a problem.  I drip a little distilled water on the sponge, squeeze out any excess, and the assembled case pops in easily between the D and G strings, suspended in the middle of the sound hole.  They can't be seen in the photo but there are small ridges on each side that hold the top in place against the strings.  I've never had one of these move from where I left it.If the sponge isn't dripping wet you should never have a problem with drops of water in the guitar or case.  When the humidity is very low (30% or less) the sponge dries out in 2 to 3 days even if the case isn't opened.  As with most humidifiers of this type you will have to check every few days.If you have ever had a crack appear in the top of favorite guitar (or don't want to see one) use a guitar humidifier!  Especially during the winter - heating a house tends to drop the indoor humidity below safe levels (between 45% and 60% is ideal for most guitars).  Air conditioning can do the same.  For especially valuable guitars it would be worth buying a hygrometer to keep in the case but for most guitars having one in the room where you keep you guitar(s) is okay.  For many reasons it's always best to keep your guitar in a case or gig bag when not in use.  A humidifier is inexpensive extra precaution at those times of year when temperature or humidity changes quickly.",positive,,
"I bought this product with the notion of being cheap No refills to buy, except distilled water.  In all actuality, its a really simple design.I like this design better because of one simple fact.  If the wood in your guitar is already dry, you'll have to refill your humidifier more often initially.  i'd rather be using distilled water than hydration pack refills that are required in some other guitar humidifiers.  After the guitar gets ""hydrated?"", I usually end up wetting the sponge every 4 to 7 days.  It definitely gets taken several time between refills, so it's not that much of a hassle.Overall, good product that you could probably fashion yourself but why bother.  Try not to over-douse the sponge in order to avoid water damage to the guitar.Peace out and cheers~J",positive,,
Fits nicely into my acoustic guitars. Just requires you to dampen the sponge with distilled water. Luckily I keep that on hand!,positive,,
I bought this guitar humidifier for my Taylor.I received exactly what I purchased and works as it should.This product has been recommended to me by many other guitar players around me.It is a simple design that fits perfectly between the strings.Easy to use because really all you have to do is moisturize the sponge and keep it in the plastic container.Price is good.,positive,,
"Works for me. But It splits the two middle strings way more than my peace of mind allows me to be comfortable with it. They made it thinner so it doesn't stretch the strings too much & as a consequence, it will only fit a thin sponge which dries easy as far as Arizona & California is concerned.Suggestion to Planet Waves: I think you can make it thicker but instead of splitting the strings, redesign the mount, say with a Velcro so that it's still hangs on the sound hall but it's attached to the strings. It's possible to attach your product in a different way because I've modified mine & to my personal preference works without splitting the screen.",positive,,
I have one of these in every one of my cases. It's a plastic sponge holder with holes in it, nothing special but it does the job.,positive,
"This is good for now! Keeps my guitar from drying out, warping, cracking,! For the money it works! Recommend this product.",positive,,
"We all know it's just a container with a sponge in it, no biggie. I bought it to get Super Saver shipping on something else and because I plan to keep an all-solid acoustic guitar at a weekend place where it will sit unused for long periods of time. Jamming it between the guitar strings and getting it hooked onto them feels a bit rough on the strings. But it should do the job.",positive,,
Cleans your strings and makes your fingers go across the strings a little faster.This is a good long lasting product and a little goes a long way.It is VERY safe for guitar finishes.,positive,,
"That cloth... They should have included something that doesn't fall apart.Otherwise it's great. I use it as recommended by the container and it keeps the strings nice and conditioned, but I'm with other people here who commented that you can't really tell how much of the stuff is left inside. Good idea to keep more than one of these around.",positive,,
"I play 5-string bass, both electric and acoustic and love this stuff.  Each bass I have has different strings for various reasons and I use this on every one.  My wife uses on her 6-string acoustic and electric guitars.  We keep a can in every case!",positive,,
"Fast Fret, or at least some kind of string cleaner is a 'must have' for anyone who plays guitar. Because, if you think about it, strings get really dirty over time, and this product solves that issue. :)",positive,,
"There's not much to say about this product, except that it works. It makes my strings last longer. Sometimes I get lazy owning so many guitars, and 20 minutes per &#34;well done&#34; restring adds up. This is a great way to put that off and keep jamming for as long as possible. It's small and conveniently stored too. I recommend trying it out!",positive,,
I have used Fast Fret for a number of years and think it's a great product.  It now comes in a metal can and has a cap over the applicator versus the old plastic can with no cap over the applicator.  This is a much better way to package the product and will probably help it retain the lubricant longer.,positive,,
I really love this. Tends to be very linty with time but it is still a very good product. Recommended.,positive,,
"I am in agreement with others that state this is a must-have. I battled with fret noise on recordings and fingers dragging on the fingerboard. This really lowers the friction and makes for a much more playable instrument and supposedly protects the wood. I've used it on the back of the neck as well and it helps as much as on the fingerboard. I rub the entire neck down before and after I play. It makes the guitar smell like it came right from the shop, which I suspect is what they must've been using all these years and never told me, though I never did ask...foolish me. Since I've recently gotten into doing my own setups, where I've read many forums and posters have recommended this and I figured what the heck, it's less than $5.",positive,,
"I discovered this string lubricant many years ago and I concur with what most of the reviewers here have said about it although I wouldn't call it a string cleaner although you indirectly clean the strings if you use the cloth and like another reviewer stated you should also use the cloth to clean the undersides of your strings as well.  I unfortunately live in a very humid climate being only a little above the equator and so strings have a very short life here and so anything that can prolong their life is a real boon for a musician here.  I agree that the only downside is the inability to tell in advance that you are running low on lubricant until it actually turns dry but I guess given the price and the overall usefulness of this accessory, one cannot complain too much.  Now that mine has just run dry I'm going to delay a replacement purchase while I try out something new that I've just discovered called ""The Swipe"" which enables me to clean both the undersides and the topsides of my strings without chemicals.  If this works as well as advertised, I may still get Fast-Fret but for its lubricating properties which really helps make playing a lot more comfortable.Recommended!",positive,,
"The name says it all. FAST fret = FAST fingers!  I played over 40 live shows from 45 min sets to 2.5 hr sets just this year on national stages.  My strings take a lot of abuse and slow down with all the sweat, grime, and dirt flying through the air. This stuff honestly works very well.  It is part of my regular arsenal.",positive,,
"Especially for the price, this is a great buy.  The strings on my acoustic were starting to get a bit loud when I would slide up and down the fretboard, and I was noticing quite a bit of lag when sliding too.  The only downside is that it would be much easier to apply this directly to the frets without the strings on, but the appeal is to bring life back to strings that aren't shining like they use to.  I just had to take a little extra time and care to get as much oil onto the fretboard and then make sure I wiped it in/off as thoroughly as possible, which required folding the provided rag and inserting it between the strings and fretboard and taking my time as I went from fret to fret.  Not a big deal though because the result was very pleasing.  The ease of sliding was tremendously improved and the strings sound and feel better than ever!  Take 10-15 minutes and do you and your guitar a favor...",positive,,
"I just got this yesterday so I don't know how long it will prolong the string's life but I have noticed a difference already. It's a lot easier to play since the strings feel a lot smoother which makes this worth buying for that alone. Also, it's cheap so I would give it a shot if I were you. I'm really happy that I ""discovered"" this product, in fact, I'm already ordering 2 more.",positive,,
This is my fifth time buying this stuff! I really like the new container. The tin is way nicer than the old plastic one. This stuff works great and lasts forever! I play daily and one stick will last me at least a year before it gets too dirty/dry to use. One swipe is plenty (2 strings at a time from nut to bridge), then just fold the cloth and wipe clean. Makes moving power chords and soloing so much easier.,positive,
"I have been using GHS Fast fret for over six years and it's amazing stuff, I apply just a tiny amount to the strings before I play and then wipe them down afterwards, I used to change strings every one to two months and now strings can last me a year. It's easy to control home much you put on and one can of this stuff lasts me a year or two, there isn't really any reason to just soak everything with it I don't think, I mainly use it to clean the strings. I'm really glad I found this stuff!",positive,,
Very nice product. Strings feel and sound noticeably better plus the white mineral oil smells really good when applied to the neck.,positive,,
I used this on a bass guitar with older strings and it made the strings brighter and more lively. I will try it on all of my guitars as it will prolong the life of most strings. I like the packaging and the small cloth it comes with. I use sections of t shirts to clean my strings and put them inside the packaging along with the cloth. This is a must for any fingerpicking guitar or bass player.,positive,,
"This product is great, I use it after every session. Keeps your strings clean and conditions the fret board. Every guitar player should keep this in their case.",positive,,
Not an expert but it is cheap and simple and cleans and protects the strings. Hope that helps thank you,positive,,
"This makes sliding on the bass real smooth. It's also nice for cleaning. It is hard to tell if you are running low on oil or whatever liquid is in this thing but they seem to last for a fairly long time. And it's super easy to apply. Even though you're not a pro, act like one and slap some of this stuff on your bass or guitar before you play.",positive,,
"I agree with all of the reviews, but have found another area to use fast fret on: THE NUT. When tuning, the strings (especially the lower wound strings) hang up on the nut which causes the string to pop instead of slide as it would on a roller nut. Dab Fast Fret onto the nut before tuning, and this problem is greatly reduced.",positive,,
"I got this product to clean and condition my guitar fretboards (well duh!)  Does it work?  Yes and no.  First it did not appear that anything was coming out.  After a bit of rubbing I did notice a &#34;slight&#34; bit of solution (turns out its mineral oil)on the fretboard by the frets.  I tried to spread it out with the included cloth and discovered that the cloth was useless (a paper towel would hold up better- seriously!)  I used an old tee shirt square and spread some of the oil around- but honestly it took me 10 to 15 mins and I noticed NO difference in the appearence or the playability of the guitar.  It says to use it before and after each session- thats about 30 mins of my time per guitar (I general play 2 guitars durning the course of a session).  I do still use this occasionally, but I would not spend money to purchase it again.  Just not what I was looking for in a fret board cleaner.",positive,,
"Let's cut to the chase: this is, more or less, a tight roll of gauze soaked in mineral oil.  But that's exactly what I need to clean and protect my fretboard.  The lubricating feature is just a nice plus.",positive,,
"I used this on a 5string bass. I liked how this helps me slide around the fretboard easier. My friend tried it on her acoustic guitar and hated it.Her reason for her opinion is simple. This stuff puts out a LOT more oil (or whatever it is) than you would think. This has the unintended consequence of the oil making your hard-earned callouses soft...which when playing guitar can lead to bleeding fingers pretty fast (and did for my friend).To apply this you simply hold the handle and press down while running it along each string, one string at a time. I highly suggest you only use one slide down each string. At first it may not look like anything is getting on your strings, but give it a few minutes and you will start to see the excess oil appear and start pooling under the strings on your fretboard. That's ok. You will need to wipe away the excess, and I'm telling you, if you accidentally get too much, that excess oil may not come off easily (didn't for me at least). Mine left little pools of oil between the frets, and I only used one swipe and thought I had just a little on there. Naturally, this product also makes your fingers very oily feeling. My friend hated that part too, and I agree with her. Soft callouses = no callouses. This is a good product idea, and I like it in theory, and with my thick bass strings I didn't have the severe problem w soft fingertips that she did. Just be aware of the possibility of that being a problem for you.It does what it says, but you may not like what else it does or how it feels on your fingers.",positive,,
I've already posted about Fast Fret.  I love this stuff.  It's a mandatory inclusion in every one of my guitar cases.,positive,,
The best buy for your bass drum,positive,,
These patches will greatly extend the life of you bass drum heads. Even if you use felt beaters on your kick pedal these pads greatly increase the strength and toughness of your bass drum head in the exact place it is needed most. As far as I can tel these do not change the sound of your head much if at all. They stay exactly where you put them so be sure to get it right the first time.If you have a double bass kick pedal I highly recommend either this patch or one from another name brand company.,positive,,
These impact pads came very fast and do their job although one of the pad I received ive already warn through in less then 3 weeks,positive,,
This has saved my bass drum head from many holes. Also has no affect on sound of bass drum.Would recommend.,positive,,
"This works, and I really like Evans. But I got 2 of these and they both looked different and looked cheap. Although I have been using it for awhile now with hard use and it is holding up great and saving my kick drum head from abuse.",positive,,
The Evans Pedal Patch will work for you great.. It will keep your mass drum head from gettingworn and nasty..  I cheap buy and it works excellent..,positive,,
In writing a simple review for such a simple product there's only a few concerns you should have. 1. Would the adhesive dry out on this and 2. does it wear over time? The answer is it gets 4 stars. It doesn't dry out but I had to replace mine after 5 years because it eventually wore out. That's pretty good! Not perfect but pretty god!,positive,,
"They add depth to your bass drum by muffling the overtones a bit, and it is the pads that wear out rather than your bass drum head so these actually save you money and sound better. I've used a couple different brands, and they pretty much are similar.",positive,,
"they look slick and work really good, i would recommend this to anyone that needs a bass drum patch or so",positive,,
I am disappointed that the 1A didn't work with my iPad.  That's what I get for buying a cheap adapter.,negative,,
"Only works one side at a time. When you connect two cables, one side stop working and also overheated burning the fuses. I purchased two of them and it's the same problem. Cheap and bad quality.",negative,,
Purchased two and we put one in each car. Now we charge our ipad and iohone together. Can also use to power my Galaxy Note 2 or recharge other USB devices. If you have to think about it you need counseling,negative,,
"I bought 2 of this and tried to test first ... after few minutes of charging, it felt hot. Pulled it out and the product smelled burnt. Tried the other one too and same thing. Be careful... this one could be fire hazard or could potentially destroy the electrical system",negative,,
It looked like it was used! It was broken when it got to be the paint job was horrible.I would never get it again,negative,,
"I've been using this for about 4 months now and it works just as it is intended.  I would buy again.  Quality product.The cord could stand to be a little longer, but it is of a decent length.",negative,,
"Got this to replace a frayed OEM cord. The cord itself is ok ;however, the plug that looks like OEM and is stamped as such, is crap! Took 8 times longer to charge with this unit! When the cord was paired with the actual OEM plug in, it worked fine. So if you need a cord its ok; however, it is definitely not OEM and the plug is worthless. For the price and really just needing a cord it is a good value but I am very disappointed with the false markings as OEM when it is certainly not.",negative,,
"although i do not use the charger, the cable is useful.  it is longer than what is given with the phone.  the additional length allows the phone to be placed in plain sight, instead of down by the wall receptical",negative,,
"Was here right on time.Wall adapter what I expected and works well but dose Not Have Quick-Charge As This ad states and that was the,Whole reason I chose this chager so that is horribly disappointing and inconvenient ..... The micro usb is useless it looks and acts cheaply made, and dose not fit well in to ports an either end will periodically stop working and my phone will freeze and turn off periodically as well....I know its the usd because I tried it in several devices and adapters and it had the same problems....I Will never order from Amazon Again Only two orders out of 13 have come without Defect or Wrong Probuct!Ugh!",negative,,
This one came in broken  The bottom pice snaps on to the sides and the main backing is a inlay piece. Came in scuffed with paint and the pieces will not click in together. If it was not broken I would like it. Also if it wasn't in three click in pieces,negative,,
"I used to be obsessed with changing phone cases, but now I am obsessed with THIS phone case!! What a great find !! 5 STARS",negative,,
Bought case for me and wife to qualify for free shipping. Came in different colors to match phone.  Can go entire 24 hours without charging, but I am not a kid playing games all day long. No complaints or problems. (Personally I wrote another review in the wrong spot since we had diff phones and diff colors I f&%$ up),negative,
"Watch-out, all these positive reviews are fake. Some have even reviewed it twice using the same name. What a sleazy way to sell an item.",negative,,
"I bought this for the at&t samsung galaxy s2 and the seller was very slow in getting this item to me. I also notice that this product do fit the SGS2, but the cut outs was NOT good. The cut out opening was too small for the power button, there was also an extra cut out for no reason. It does fit nice so I gave it 2 stars, but bad opening for my phone will be costly.",negative,,
"This is clearly not a HTC cable as it has the Blackberry logo on it and the bulk packaging label says Blackberry...but it's a OEM micro usb cable none the less and works perfectly on any micro usb device I plugged it into.While I haven't tested it's speed against other cables I doubt it outperforms any other OEM cable but it works and that's all I asked for of it.The cable is a bit thick and as a result is stiff but not unmanageably so.It should also be noted that the cable shown in the picture is not of the actual product, that is a mini usb cable and appears to be quite a bit longer than the product, this cable is 1m long.",negative,,
"I only trust HTC accessories for HTC phones having bad luck with aftermarket products that are cheaper, but cheap is expensive.",negative,,
well bought this so i could have a spare cord since i have the original cord in my car with a usb charger there got tired of keeping track where i had it last.  so this cord works on when plugged into the wall.  when hooked to a pc phone wont stay connected to the pc to transfer files or anything.  so if you just need a cord to plug into the wall this will work but don't even think of this cord if you want to use it with a pc.,negative,,
poor manufacturing quality the connector is too long and does not properly fit in my phone. I would not buy this.,negative,,
"I got this to charge my Samsung Galaxy S2 but it ALWAYS came unplugged from the phone, whenever the phone would be moved it falls out and even just resting on a flat surface it would eventually find its way out of the phone. I had to buy another USB cord because I became very frustrated with this",negative,,
"Looking at the price, I ordered 2 of these.It served the purpose initially. But in few months one of them stopped working.that's 50% hit rate. Though, I don't what's the life for the other charger.",negative,,
"The plug fits and it charges my Captivate, it felt rather snug. The ""retractable""-ness of this charger is anything but. Plain ol' doesn't work. I literally took it out of the package, and the first time I pulled the cord out - didn't yank, tug, or otherwise forcefully pull it - about 10 inches and hit the retract button to test it out and it retracted about 2 inches of it. I pulled it out further, retracted about 4 or so inches of it. Bottom line was that after messing with it and *feeding* it back into the charger versus it retracting itself automatically when depressing the retract button, it took a few minutes to get the plug retracted so that only a few inches of cable was still hanging out of the charger and that was the best I could get. The cable would only automatically retract 2-4 inches at any given length. The main reason I wanted this was for the ""retractability"" since I hate having cables dangling around.Working on getting a refund for this item now.",negative,,
I've used this for almost 2 years now and it JUST NOW broke. But I can still used it. The button that retracts it just got loose so it doesn't latch anymore.,negative,,
"took longer than expected to be delivered but over all satisfied with the charger. the retractable cord is just long enough to reach the cup holder in my truck where i usually put my phone. down side, ive already got 2 welps on my arm from retracting the cord! be careful! haha.",negative,,
"Not much to say, here.  This little charger works well and it was a lot less expensive than Sprint store.",negative,,
Have this in my office at work for a little extra boost when needed. Nothing fancy just a charger that does what its ment to do.,negative,,
it was the wrong one.The male end does not fit the Iphone 4s .  Once it was pulled out it would not retract,negative,,
THIS IS A BAD CHARGER IT DOES NOT WORK PROPERLY AND IT HAS A REALLY BAD SHORTAGE. I HATE IT!,negative,,
"I don't think this will last very long.  I was thinking of deploying this in a call center environment, but I don't think it would last very long.  Plus, the cord is too short for desktop use.",negative,,
"plastic pry tool kinda sucks, but all the other tools in the kit are quite handy, helped me fix a broken screen on a $500 phone so saved a bit of cheddar there.",negative,,
Wish it was magnetized but it's sturdy & has the common pieces I need when I'm working on smaller items or electronics. Seems sturdy though only time will tell.,negative,,
"Judging from what I've seen in other reviews and what I received there is inconsistency in what is being shipped out.  I received a zip-lock bag containing 12 pieces. (See user uploaded photo that matches the description below)- 6 Torx type drivers, magnetic tip (T4,T5,T6,T7,T8,T10) (Orange handle, with blue cap)- 1 Philips driver, magnetic tip (black handle)- 1 Flat driver, magnetic tip (black handle)- 1 3-point driver, magnetic tip (clear red handle)- 2 tweezers (stainless steel, on blister packs)- 1 pry tool (dark green)I purchased this set to do some work on a Droid X (MB810), and they did the job well enough, except I had to carefully use the T4 instead of a T3 *very* carefully on 12 screws holding the screen assembly together. I'll give it a 3 star rating ""It's OK""",negative,,
Battery would not charge in iPhone. iPhone shut down after 2 minutes of being powered up. Had to throw it away.,negative,,
"I watched a short video on you tube then ordered this kit.  I changed the battery in just a few minutes.  Amazingly simple.  All the tools you need are here (the star screw driver is the only thing thats not really standard, but here its all in one place).  Just do it.",negative,,
"It's $6 so I don't know if I'm asking too much. The screw drivers work and are slightly magnetized. The prying tool is completely junk and broke before I had even finished my task - a guitar pick is much more durable. The tweezers are also worthless. Get them for the screwdrivers, not for the other tools.",negative,,
I bought this set and have repaired my android a few times already and it's a must have tool set when working on such small electronics,negative,,
"not bad,but Too little things inside is incomplete, and the bad use of hexagonal. But it is ok . thanks",negative,,
"For the price, you cannot beat this little Stanley screwdriver set.  This one features several very tiny standard and Phillips head screwdrivers.  If you have a need for very small head screwdrivers, this one is for you.  These are useful for messing with eyeglasses, certain electronics gadgets, and firearms.  I have several revolvers and pistols which have sight adjustments that have outrageously small adjustment screws.  For these sights this little kit is a must -- none of my other tools could manage to fit these screws but this one did.  That alone made it worth the Amazon price and this little kit has a permanent place in my range shooting bag.  RJB.",negative,,
"This tool repair kit is useful for repairs on a laptop, smartphone, eyeglasses, and anything else with very small screws.",negative,,
"I have never bought an actual set in a box before.  Over the years I have just cobbled together an odd assortment of small screwdrivers.  This was well rated, inexpensive, and in a case.  It is all that I expected.  It works for me.",negative,,
"On the recommendations of a few reviewers, I tried these gels for my Jawbone headset. Unfortunately, they did not fit well and came off every time I took the headset off. That was too bad because they did seem somewhat comfortable and did direct the sound into my ear for a louder and clearer sound. However, I returned them because of the poor fit. They would probably work well on some other headsets. If they fit your headset then I would give these gels a try.",negative,,
"These are the exact ones that I was looking for but there is one problem.  They are supposed to be clear but they arrived yellowed in the package.  It is obvious that they are new, but they have yellowed and are no longer clear.  I bought these to replace existing ones that I have that have yellowed but not to the extent of these new ones.  I have had the previous ones since 2010.  I will keep as spares but am unhappy with the condition of these EarGels.",negative,,
"The gel inserts on the Jabra is quite uncomfortable, at least for me.  It's a bit hard to make the earbud stay in my ear, and forget about jogging wearing this.  Also the insert comes off very easily, and if a friend wants to borrow it and has different size of ears, you need to find the other sizes of the insert.  Sound quality is mediocre, as callees often complain about wind noise from my end.  I'm not happy with these.",negative,,
These things were terrible.  The &#34,Boom&#34, would keep pulling the ear but out of my ear and I couldn't keep anything in place. The cord was very flimsy... It was just an all around bad buy.  Wouldn't do it again.,negative
very disspointed not getting a coby cassette tape because it did not work in my car :/ i need my music,negative,,
"This thing is a waste of paper, it doesn't give u any better reception. This is a total rip off in my book :-(",negative,,
"I would like to say that this is not cheap junk, but it did nothing at all for my cell reception.On the other hand I have an iPhone with AT&T;, so it could be that combination doesn't work with it.It appears it worked for a few people with a different phone, so I am going to be generous and give it 2 stars, taking into account it could have been my unit.;-)",negative,,
"DO NOT USE THIS THOUGH IF YOUR PHONE IS STILL UNDER WARRANTY CUZ US CELLULAR SAID IT VOIDED MY WARRANTY, BUT US CELLULAR IS THE WORST CELL PHONE CARRIER OUT THERE. I SHOULD NOT HAVE EVEN NEEDED THIS WITH A BRAND NEW SAMSUNG GALAXY S3 BUT I DID...THE INSTRUCTIONS COULD HAVE BEEN A LITTLE BETTER IS MY ONLY COMPLAINT",negative,,
"Didn't work, It did not work at all. I have a dead spot when I drive to work, where I totally lose the Signal. This device did not help at all. DO NOT WASTE your money on it. even for less than $2.00, its not worth anything.",negative,,
i cant say it works because i tryit for a long time on my iphone and it didnt made a difference at all...,negative,,
"I purchased this for my sisters phone. She continually has calls dropped, so I got her this signal booster, and it hasn't made a bit of difference. I bought these before for my previous cell phones, and they really seemed to help. But apparently not so much anymore.",negative,,
I just called T-Mobile with complaints about my weak battery and told them talk time on the cell phone is 840min according to Amazon's specs for the T610 phone. T-mobile told me the talk time is 5 hours (300min). Who do you believe? I am tired of liars and money-gobbling b*st*rds!,negative,,
