Review,Senti
"Given the rip-off prices of HDMI cables these days, what a pleasant surprise to buy this very functional, fully operational cable for such a great price.  It works.  It's long.  Perfect.",positive
"Great producct, great price, and very happy with it!  We used it with my wifes Canon T3i and it was nice to see the pics on our 55&#34; LCD.",positive
This HDMI Cable works just fine.  The price is so much lower than local retail stores.  I recommend the site.,positive
"I have this slot in my Canon 60D which states it is for a HDMI cable that can be hooked up to a HDTV.  It is supposed to provide a sharper picture so I thought I would get one.  Canon wants $50+ for the cable - no thanks.  On Amazon I found a cable for less than $4.00 - can you believe that?  It works great.  Sorry, Canon, but I have found the price of all your accessories way out of line.",positive
"It is not thin and light.  You can put it in your camera bag, so it is very portable.The pictures from my camera look awesome on my big tv.I am hesitant to give it 5 stars, because the first time I tried using it, it did not work.I had to pull it in and out of the camera a few time for it to actually work.",positive
"This cable works well with my T3i, this best thing is that it is 10ft. long so you don't have to be right next to your tv to review your photos and video....",positive
"Very easy for my father to use on his tablet. Literally, plug it in to an HDTV and it shows the image on both the tablet and the TV. As simple as that. No need to mess with any settings",positive
Cost under $4.00 shipped and works just as good as HDMI 6'length I paid $25.00 at Best Buy.No complaints here. Now I have a 10' so I can connect to the TV and still reach my lazyboy.,positive
What can you say about a cheap cable? It works well and doesn't break the bank. Comes with end protectors. I did not have any problems with using this to display the HD output from my camera to a large screen.,positive
Works great.  I lost the original and this one is perfect for my needs. Without it my camera is useless.,positive
"These cables are good. Not top of the line. However, they do get the job done and seem to work well with my DSLR.",positive
"Perfect mini HDMI and it's a real bargain! There are some HDMI cables that have a very high price range, but this one has a really low price and it works great! I am using this cable on my Canon 600D/Rebel T3i. The T3i takes 18 Mega Pixel pictures and I can now see them on my HDTV. I played back HD video on it to and there was no lag what so ever. Personally, this cable seems to do just as great as those other more expensive brand cables. I would recommend this mini HDMI if you are going to be using it for your DSLR camera. 1080P Capable!I hope this review helped you out.",positive
"I ordered this cable to use with my Ainol NOVO7 Elf II.  The cable was 10' as described and produces a flicker free, clear 1080p image.  Mine has rounded edges where the connectors meet the cable.",positive
"No problems running from computer to monitor, great value compared to other options and seems to be holding up just fine.",positive
Very stable for tablet to TV....love it. Pricing is best out there. Ordering 2 more. Absolutely love this for the price and function.,positive
"Ordered this little package for some real connecting,came fast enough for me to say.Hav'nt got the rest of my order to perform my hook-up yet,so being fast did'nt work for me this time(LOL)  THANKS FOR THE FAST SERVICE..........",positive
"Nice, economic hdmi cable. I got it for my mom to use with her new tablet. So she can connect it to the tv if she ever wants. It works just great. Nice and long cable. I was surprised how thin the cable was, but everything works fine with connecting her asus transformer to her led and lcd tvs.",positive
"This cable is pretty long at 10feet. There are gold plated connectors on either end. I'm able to control my camera with the TV remote via HDMI. So, why spend more money than you have to?",positive
"Worked great, no issues. I didn't realize it was 10' wanted a 6' but that was my fault.Cant beat the price",positive
I bought this for my tablet that has a mini hdmi port it works's excellent with my tablet the lengthily cable helps so that you can still control your tablet and this would be good for any other mini hdmi application you desire i definitely would recommend this product,positive
Arrived on time and as described.  Plugged directly from my Canon DSLR to my TV.  Pictures were clear and bright.  Great price when I combined this purchase with other cables I needed.,positive
"If you have a Canon camera with a port suitable for connecting to this cable... but this NOW.  For just a few dollars, you can enjoy HD pictures and video on your HD television.  Cable is nice and long for easy use with the TV.  I would recommend to anyone.",positive
"This 10' cable works great with my Canon T2i and my LCD TV.  Leaves plenty of room to reach the input on the TV and step back to enjoy the pictures.  Picture quality on my 46"" tv is amazing compared to the RCA video cord that is included with the camera.",positive
"Wonderful deal on a good length cable with no adapters required. I use this frequently for previewing on large screens, works like a charm.",positive
I used this to connect an older NVidia GTX460 video card in a PC with a low clearance backplate mini-HDMI port to me AV receiver on a home theater system. Cable worked perfectly with no issues!,positive
"The cable arrived quickly, and is well made with Gold Connectors .  This conversion of one smaller than the other also will fit most digital devices (ie) Android Tablets, Digital Cameras, Cellphones etc",positive
It seems to work ok to connect my TV with a Canon DSLR. . . . . . . .,positive
"this cable made it possible to connect my tablet to my big flat screen, so i could see videos better",positive
"Perfect length! Sturdy, and works as good as any other major brands out there. It's the best bang for the buck!",positive
Does what it supposed to and so far no problems. Length is good too as I don't have to be right in front of the TV.,positive
"All the new graphics card seem to be going to mini-HDMI or DisplayPort, I hooked this up from my PC to my 42 inch LCD HDTV and it works great, the display is fabulous! Playing games like Starcraft 2 is just awesome.",positive
"I bought this for my tablet (Ainol Novo 7A) which features mini HDMI out and the ability to play really high bitrate content, and 3D bluray rips.  I liked this cable because of the small profile at the mini HDMI end and I figured the thin cable would provide less strain on the tablet's port.Cutting to the chase - I'd get flicker on certain scenes during movie playback.  Always the same scenes, at the exact same time - so it wasn't a fit issue.  But the scenes played perfectly when I switched back to my old adapter and cable.  Also - I found I wasn't able to play big (20 gig+) 3D rips, when the other cable could.So . . . for most tablets and cameras this cable will work fine.  I suspect this cable will be fine for the Tegra 2 tablets (Original Transformer, Galaxy Tab, Acer Iconia, etc.) since playback is generally limited to 720P.  But if you play high quality video - it could be a problem - I don't know what the actual limitation is.",positive
"NOTE: This is an adapter to go from full size hdmi to mini hdmi, this is for digital cameras and other equipment with mini HDMI. This is not for cell phones and tablets that have Micro HDMI adapters like the HTC Evo, Motorolla Droid, Nexus 10, etc.Not much to say here, it works just as I expect it to work on any digital camera I've used. Plug it in and you're ready to view files on the big screen!",positive
Works fine when I use it to connect my android tablet to TV. Only used it 6or7 times but happy for now.,positive
"Canon wanted $70 for a similar cable, but I bought this cable for my Canon Rebel T1 digital SLR at this remarkable price.  The cable is spectacular and my images and videos are very clear.  The standard analog cable that was included with the Rebel is disappointing and there is a night and day difference between a digital signal and an analog signal.  I'm very pleased with my purchase.",positive
"I bought this for my 7D, it good, material seems ok, bit cheap, but it works. But I think it is still a bit expensive compared to same cables from MonoPrice.The thing is that I discovered that having a converter from mini and regular HDMI and a cable works better for me.",positive
"I ordered this as ""Sold by Cable Matters, Fulfilled by Amazon"" because of the Prime shipment and having received defective products from Eforcity previously. For less than five bucks for a 10' HDMI, as long as it works I'm happy. Oddly, if you go to the Cable Matters store, they have one for a few cents more with a different photo. I received one that looks a bit different from that photo and the one on this listing. The one received has very square-edged plastic around the connectors rather than the  rounded sides shown.It arrived in two days and fits my Lumix DMC-ZS15. Photos and video look great on my flat screen TV. So it does what I want, but appears a bit different from the photo.",positive
I bought this exclusively to use withCanon EOS 60Dand I happy to report that this cable works flawlessly with this camera.I was initially concerned about the quality based on the price it is been offered and also was worried that the extra length (10 Ft) would be an issue when it comes to signal degradation etc; But as the cable is of good quality I did not notice any sync issues or signal degradation.Having the extra length allowed me to keep the camera close to me on the couch and view the breath taking pictures and 1080p videos that theCanon EOS 60Dis capable of.It is a nice cable very good purchase!Highly recommended! - Get one to use with any device that has a Mini HDMI interface.,positive
"Tested this out to connect a MK808 Android stick to my Panasonic plasma TV.  Works fine, no problems I could tell.",positive
"plugged in my tablet - works fine.I haven't tested it on my DSLRs, but I'm sure those work fine too.",positive
"This HDMI cable got shipped the same day I ordered it. I was thinking it would work from my Canon SLR to my laptop to view photos after I shoot them, but it doesn't. I have a small lcd screen I use, and it works perfect...",positive
I bought this for the convenience of hooking up the HDMI port on my Canon camera to my HDMI tv. The length is just enough to sit back and scroll through your pictures (back and forth) at your own speed. Plugging the memory stick into the tv works as well; but you're stuck using the TV's slide show or other program to view.,positive
THIS MINI HDMI CABLE  WORKS GREAT WHEN CONNECTING IT TO MY DIGITAL CAMERA. I COULD VIEW MY PHOTOS IN HD WITH MY LARGE SCREEN HDTV.,positive
"This cable has simple small ends, not overly flexible or stiff.  Great value for the dollar.You can purchase with confidence.",positive
Perfect. Does what it says. Very reasonably priced. I use this cable for my Canon 5D mkII with various monitors and televisions.,positive
What can I say - it works at a fraction of the price Canon wants.  I would buy again.  Prompt delivery. Useful product to review photos on HDTV.,positive
"I needed a Mini-HDMI to HDMI cable to hook up my computer to my TV.  This is exactly what I needed.It works without any problems, and I've had it for awhile; and moved my PC / TV many times.  Good durability.",positive
"it works great, for a canon mini type slr, detected the camera and samsung tv with no problems, great price.",positive
Needed it so I can watch my recordings on the big screen instead of having to transfer the files on my computer all the time. Basically just got it to share fast and it does the job.,positive
I needed this cable to connect my Epson project to my laptop. Works great and the price made it a no brainer purchase.,positive
...you can buy this 10foot cable for such a great price? The length is great.  It allows you to sit on the couch or recliner and view your photos and videos in comfort.  I recommend this cable.,positive
"Got this to connect my 550 ti to my tv, and it works perfectly. Audio and Video are both delivered fine. It's good length, too. Not sure what else you could want from a cable. I suppose it's a little loose in the 550, but I'm not sure if that's the cable or the graphics card itself.Anyhow, let me know if you have any questions, I'll try to answer them!",positive
"This cable works well for connecting our camcorder directly to the TV.  It's long enough to allow me to sit a comfortable distance from the TV while using the controls on my camcorder.  The connectors on the ends are not bulky, and the cable is not unnecessarily stiff.  I can coil it up small enough to tuck into the camera bag while we're on the go.  We'll see how long it lasts, but it's working great for now.",positive
A cable runs lifetime. Excellent product that is no longer wearing and giving good care never going to hurt you. Product 100 percent recommended,positive
Quality of connection and video seems good with my Fujifilm F550EXR camera connected to my HDTV. 10 foot of cable really helps so I can sit comfortably in front of the TV at a little distance and manipulate the camera.,positive
I can find nothing wrong with this cable.  It works perfectly and has a great price.  I do not understand why the HDMI cables are so expensive at the brick and mortar stores.,positive
"Works perfectly at 1080p HD and in all other Canon EOS 7d modes. Costs less than 1/4 the price of the Canon equivalent. Expensive ""high end"" cables are a scam. It would be crazy to pay more. Tip: If you have never tried displaying your HD video or stills on an HD TV through an HDMI input, you will be shocked by the magnificent quality. Absolutely no comparison to the lousy pictures you got with the old analog inputs.",positive
"I was looking for a light weight cable to go from a small video camera to a hdmi video capture card in the computer. Used two of these cables on two jvc camcorders, and they did not transmit a usable signal to a video card in the computer.  Changed to a heaver-weight cable that worked fine.  I plan to try it with a canon camcorder, but I suspect it will work no better. I'll probably end up returning them.",positive
My daughter wanted this book and the price on Amazon was the best.  She has already tried one recipe a day after receiving the book.  She seems happy with it.,positive
I bought this zoku quick pop for my daughterr with her zoku quick maker. She loves it and have fun to make her own ice cream.,positive
"There is no shortage of pop recipes available for free on the web, but I purchased the ""Zoku Quick Pops"" book, because Zoku has some good recipes for fruit pops on its blog. I was hoping there were more where those came from. This book emphasizes very sweet dessert pops, however. There are 41 recipes in total, only 13 of which are fruit pops. There is a ""Fresh and Fruity"" chapter, followed by three chapters of dessert pops entitled ""I Scream for Quick Pops!"", ""Bake Shop"", and  ""Coco Loco"". As you might guess from the last one, there are 15 pop recipes that contain chocolate.Chapters on ""Tips"" and ""Techniques"" are useful. There is more detailed information about ingredients that don't freeze well in the Zoku than is found in the instruction manual. The book lists options for dairy products and sweeteners, tells you how to do different types of layers, how to add decorative fruit slices, how to do a quick shell, and how to make core pops. The pages about core pops are especially helpful, as they include recipes for pink, purple, and orange outer layers for brightly-colored core pops. The book recommends using Zoku accessory kits, but you can do without.The pop recipes tend to go out of their way to be as sweet as possible. Many, including the recipe for a vanilla base, call for vanilla pudding, where vanilla Greek yogurt would do just as well. I've substituted it with no ill effect. On the bright side, many of these recipes may appeal to children, whereas most pop books that I have seen are geared more to adults. There are flavors like ""Cookie Dough"", ""That's a S'more"", chocolate peanut butter, and peanut butter and jelly. All 9 recipes in ""Bake Shop"" are inspired by cake and cookie recipes.As a resource for light, fresh-tasting fruit pop recipes, ""Zoku Quick Pops"" is very limited. Most of the fruit recipes are gimmicky and contain too many ingredients. The recipe for Lemonade pops contains orange juice, which is fine, but the addition of vanilla extract kills the fresh fruit flavor. The recipe for mango pops includes orange, apple, banana and lemon, which are too many competing flavors. Mango and orange together make a terrific pop. The book is great for chocolate lovers and those looking for dessert pop recipes. Tips and techniques are also useful. For fruit pop recipes, ""Top Pops"" by Emily Zaiden is far better.",positive
"This book is a must have if you get a Zoku (which I also highly recommend). There is a large variety of recipes from simple, to fancy. The flavor combos are creative, and it gives you ideas for decorating the pops too. They turn out as beautiful as they are tasty. After reading it you will be inspired to create your own recipes too.",positive
"This cookbook is great.  I have really enjoyed reviewing all of the recipes.  Sure - some are more difficult than others, but there is a nice variety in this book.  For me it was totally worth it just to get the quick shell recipes alone.  We have only tried the chocolate so far, but it is so tasty.  A few of my favorite recipes in this book are the banana from the strawberry banana one, and the raspberry/blackberry ones (but I used mixed berries).  Also, it has great instructions for tips on using the Zoku.  Definitely recommended.",positive
"If you have a Zoku Quick Pop maker (or two....I have the original one-slot and then I bought the double-slot here at Amazon), I recommend you get this creative little book, which will inspire you.",positive
"This book is so beautifully illustrated and easy to follow. It helps you to understand the Zoku better. It might have been even better if they made the recipe units for different sized molds. These recipes produce too much for a single mold unit. It would have been nice if they used a matrix for the ingredients like on a box of rice. I am just math lazy and bought a single mold Zoku. Dividing 3/4 of a cup, 3 tablespoons or 3 1/2 tablespoons is kind of dicey in my kitchen.",positive
"I bought this when I bought the pop maker. I think the recipes are fine, but there really isn't much in the book I wouldn't have figured out myself.A couple of good creamy recipes that are now available for free on recipe websites. As for ""pop embellishing"" well, that wasn't too hard to figure out, either. I'd save the money and spend it instead on extra pop sticks, which seem to disappear the way socks do....",positive
"The Zoku accessories are pricey, but the recipes have the exact amount you need to make the pops.  I have made it through 15 varieties so far, and I like them all.",positive
"High quality book. Clear and helpful information, and then some superb recipe suggestions clearly outlined. I can highly recommend this product.",positive
"This beautifully illustrated book featuring ten colorful,glittery butterflies is a favorite at our house. The nana-babies like to count the butterflies as they flit off! The book is also good for learning colors, discussing the activities the butterflies do and the plastic butterflies are great as the babies and toddlers like to touch them!",positive
I got this as a gift for my niece and she loved it. It's a super cute book and ill be getting it for any other nieces that may come along.,positive
"This is the story of a group of butterflies looking for a place to sleep. Each one is a different color, and each pair of facing pages (color-coordinated, of course!) tells the story of where each of the butterflies found to sleep. Each of the butterflies is shown as a brightly-colored, foil-looking toy that your little one will not be able to resist touching.My little one absolutely loved this book, and it did go great as a preparing for sleep read. The colors and the butterflies, and the cute story all were a hit. We both highly recommend this book!",positive
"This book is absolutely beautiful. A brilliant bedtime story with vibrant colors and gorgeous illustrations. Each page teaches a different color and the illustrations boldly burst with that color. ..., is how the book starts off and we are then led all around this color dreamland. ...The butterflies in the book are popped out and sparkly. As we turn each page the color butterfly we are reading about disappears. Each page mentions the color twice and an animal. The last page reunites all the butterflies and the colorful animals as we say goodnight...My daughter loved this book since she was 4 months old. The colorful illustrations keep her interested and she likes to grab at the popped up butterflies. A delightful story I enjoy reading again and again. I sometimes even read it to myself. The purple page is MY favorite.",positive
My daughter 1 year old really likes this book.  I bought it because of its similarity to the 10 little ladybugs book.  It has the same sort of colorful illustrations and I like it better as the ladybugs are not as pretty as the sparkly butterflies.  This book teaches colors as each of the butterflies finds a place to stay for the night.Update - My daughter is now well grown but this book sticks in my mind still - we read it so many times.  I would say it was one of her very favorites when she was young.,positive
"For a novice cake decorator who got talked into making her son's wedding cake, Wilton makes lovely cake decorating accessories to help with every step.  This book gave me so many great ideas and wonderful recipes as well!  This cake had a 16&#34; square base, 10&#34; sq middle layer and 6&#34; top layer all set 90 degrees.  For a first wedding cake, it was amazing with Wilton's help!  This book is a must have for newbies like me.",positive
"had no idea about decorating cakes,by this booklet ,now i can say that following the instructions and have the will and patience plus practicing,one day i wont be ashamed ofmy cakes. i added an image of a cake i made according to this book lessons, which i advice anyone who is interested; to get this book...",positive
"excellent book, shipped on time, packaged nicely, helpful tips in the book, good price. Very good experience, very happy with the product and vendor",positive
i loved it. don't use it much but when i had it's been useful. I recommend it to all who wants to learn how to decorate cakes,positive
"So I actually bought this thinking it was the entire Lesson 2 kit. However, I've found through experience that having the book without having to take the class is a good thing. I've taken the Wilton Lesson 1 class and the number of Wilton items you have to purchase ALONG with the Lesson kit is a little ridiculous. I've worked my way through Lesson 1 and now I'm working my way (by myself) through lesson 2. I recommend anyone that likes to work on their own time to just purchase this book.",positive
helpful information on decoraing basics. Good book for beginners who need step by step instructions and guidance. Good for all age groups.,positive
Got this for my girlfriend who runs a baking business and she said it was handy to have for a reference book. She said it is handy to have when thinking of decorating ideas.,positive
"This 128 page book contains pictures and patterns for 38 tiered cakes.  It gives you instructions on how to assemble cakes on stands, pillars or stacked construction.  It also contains recipes for basic scratch cakes in white, yellow, chocolate, strawberry, and banana.  It also has the recipes for standard Wilton Icings, fillings, glazes, fondant (not the tasty marshmallow kind), color flow, gum paste, and candy clay.  There are tips for baking, leveling, torting, filling and icing the cakes.  It also gives some instruction on how to cover a cake with fondant.  There are suggestions for transporting tiered cakes, calculating servings per cake and cutting guides.  The book also includes patterns and instructions for various decorations.  As with all Wilton books, the last few pages detail products you can buy from them to duplicate all the designs in the book.  The problem is that some of these items don't seem to be available on their web site any more.  The book was first published in 2005.  Still, it's a great idea book and I'm sure you can find acceptable substitutes for a lot of the items.  The book contains ideas for cakes that could be served at weddings, anniversaries, and showers.Also, I'm not sure if it's offered everywhere, but I'm currently enrolled in a class taught by a Wilton Instructor called ""Tall Cakes"".  It is taught in two sessions.  The first class is a demonstration by the instructor on how to put together a tiered cake.  The second class is where we bring in our own cakes and learn how to stack or pillar them.  It's less expensive than the other classes, no kit is required and the items needed are this book, one six-inch and one ten-inch layer cake, the plate/pillars, and our decorations.  It's a great way to top off the other four classes.",positive
didn't really care many of the cakes at all. not up to normal standing for wilton yearbooks of the past. the best cake is on the cover.,positive
I am very happy I purchased this book as it containes so much great information and time saving tips. I highly recommend.,positive
This book isn't much help if you are not taking the wilton cake decorating classes. you can get the basics but its really just a visual for the class!,positive
"I have always wanted to learn how to decorate a beautiful cake, and I purchased this guidebook along with The Wilton Pastry bag kit.  I appreciate how this guide gives tips on how to bake the perfect cake, and also gives detailed step-by-step instructions on how to use the pastry bag to make many different designs. I do, however, agree that this book did appear to be an advertisment for thier products, but the guide was helpful nonetheless.",positive
"This lesson plan is perfect for a beginner and definitely helped introduce working with fondant in a user-friendly way.  Thanks, Wilton.",positive
"Any person that wishes to learn the art of making beautiful, real appearing, fondant/gum past flowers - this is the book for you!! I promise your flowers will look SO real that it will surprise people. Each and every little hint that helps you to make your flowers appear real is in this book! You cannot go wrong with this book. You will find yourself reading it over and over, makign flowers over and over. You will see that your self-esteem will roar! People, co-workers, family members, friends will be dazzled and amazed -- and so will YOU.  This lesson book is extremely valuable. It cannot be purchased from Wilton (which is a real crying shame). I think Wilton is afraid that if they sell the book, they will miss out of selling classes, but not so.  I, myself, took 4 classes. Having bakes/cooked since the age of 9, I really didn't feel it was necessary but boy was I surprised. I learned more in my first class than I had in years of teaching. Wilton honestly needs to sell these lesson plans.  Not only will receive money from the classes, but they will also make money from the books.  Why would a company prefer their customers buy their books from someone else??? I've not figured that out.  Getting back to this lesson book...you will be extremely, extremely happy.  Your family will brag on you.  Your income will increase for making beautiful live-appearing flowers that you sell on your cakes. Please try it...you cannot fail!!! Best book ever on making and decorating flowers!!",positive
"It took me about 40 minutes to read this lesson plan thoroughly; while it is inexpensive at under five dollars, I still don't know if that is necessarily a good value. As some reviewers have pointed out, much of the book focuses on advertising Wilton products; without all of this the useful material in the book could have been condensed down to a couple of pages. I did like the photographs and the techniques for making different consistencies of buttercream for different uses. I had initially planned on getting the subsequent lesson plans as well, but I don't think it will be worth it. If you have any skill/experience with cake decorating at all, I'd recommend skipping this book.",positive
I love this booklet! It is light and slim so its easy to have around and it has great pics to reference to in a hurry.,positive
This dvd is a must for any cake decorator.  It is presented in short and easy to understand segments.  It works great for the beginner or as a quick refresher.  The instructor did an outstanding job of both explaining and demostrating?,positive
"I loved the book, very complete, detailed, clear instructions and easy to learn procedures. It is a comprehensive guide, useful for success in the art of pastry",positive
This has certainly improved my cake decorating knowledge as a pure novice. I will now purchase the other books so I can learn more.,positive
"Even this is the 2nd course, it is easy to follow. I love the results. I don't sell cakes but make them for friends and family. This is only a hobby so I don't make cakes everyday. I can pick this book up and follow the directions and get great results.",positive
"Finally, I am taking the third (and most fun!) Wilton class at my local Joan Fabric store and I am loving this book!  One look at the cover, and I was ""in.""  This book explains the gum paste and fondant techniques beautifully, with very well photographed examples.  I recommend this book most highly with its inspiring and easy-to-follow instructions.",positive
"This Wilton book is awesome.  My local craft shop did not offer the fondant course when I wanted to take it so I decided to teach myself.  I followed the lessons in the book and my fondant cakes have improved greatly.  In my area the Wilton Method instructors are not so great so I am happy I was able to save the money on the class but still get all of the wonderful Wilton advice.  I would definitely recommend not only buying this book, but seeing how much you can teach yourself before spending the money on the class.",positive
This is so remedial.  Buy a Wilton magazine for less money and get more ideas and instructions for your investment.,positive
"A good tool for home use.  Shows several types of simple, easy to perform techniques.  Would recommend for beginners and home bakers.",positive
Perfect! not bad of a book. I would recommend this item to anyone! Works great for baking! I would buy again.,positive
"I bought this book to help me out with decorating cakes and cupcakes as a beginner. I have found this book to be an excellent reference for the first time decorator. I ended up buying two different tips that did not come with my cake decorating set, that I have found very useful. I bought the cake curved spatulas, from Amazon,that work very well. I also bought the bench knife, and found a 16"" cake lifter, and a 18"" cake leveler. I got all these great ideas from this book. I bought other things in the book from Amazon, however, the list goes on too long to keep mentioning everything. Buy the book, great starter outer! Oh yes, I always take a look at all of the good and not so good reviews for every product I purchase from Amazon.comSincerely,Super Chef David",positive
Wonderful to have a reference book handy with step-by-step instructions -- I used when I was covering my first cake in fondant and it was so easy!,positive
My youngest daughter requested this as a gift.  She was very happy with it and I may buy another one for my middle daughter.,positive
"I saw this book at Target and flipped through it.  I was amazed at all the ideas to do with a simple brownie!  Granted what I make won't ever look as good as the pictures in the book, but I'm okay with that.  If I had sat down and thought about it I might have come up with some of these same ideas, but some of them are really clever.  I have had fun looking through the book with my kids and we are making brownie pops for my son's b'day treats at school and his party.PROS:- You can buy most of these supplies (including the book) at Michael's Craft Supplies or Joann's and like I said, I saw the book at Target with some of the molds.- creative uses for brownies.  Great way to have an easy-to-make but fun treats for all sorts of occasions.- there are suggestions for b'day's, sports, holidays, gifts...CONS:- You need to buy the molds or supplies to make any of special shapes so it's an investment up front.  Once you have them it's all about Brownie Fun!I think this book is a great resource (or a fun gift!) for any parent or person who likes to bake and be creative.",positive
Cake decorating has always been a hoby for me.  This book is excellent for us self taught decorators.  The pictures and how-to steps are great,positive
"I ordered this lesson plan because I took the first two courses of Wilton's Cake Decorating, and I didn't want to sign up for the 3rd course only because I didn't want to spend so much money for the classes. So I bought the kit in Michaels figuring I would teach myself but this time the lesson plan wasn't included in kit like the first 2 kits were. This lesson plan is great and if you have some experience with working with fondant and gum paste this will be a piece of cake for you, no pun intended. But this definitely isn't for a beginner.",positive
It is a basic book for beginners and it is easy to understand.  It has a lot of ideas and I recommend it.,positive
The Book is very easy to read and follow it breaks down working with fondant and Gum Paste very Simple,positive
"I loved all the information I found in this book, very good ideas and pictures I recommend it to new beginners",positive
"Great set of lesson plans. I am thoroughly enjoying being able to learn at my own pace. Also, not ordering next book until I finish each book. Very motivating and thoroughly entertaining to all who are subjected to guessing what I actually made. LOL.",positive
I love Wilton books they are always so attractive and enjoyable to browse through. I do believe over the years they have reduced the contents so you don't get to see as many examples of lovely cakes as the first books I bought back in the 70's. Still I have learned so much about cake decorating from them.,positive
"It is very useful if you want to do flowers mostly.I was expecting more than just some pages, maybe I got it wrong but it is useful.",positive
I love love love this book!! Not only does it give you ideas on how to decorate and what colors go good together ...it also shows how to make the decorations.,positive
GREAT FOR BEGINING!! has all the things you need there are very few things i dont use from this kit !! would recommend!,positive
"I love everything of Wilton's. I bought this book to find out that I have the same one with just a different cover! But, it had a couple more ideas that I didn't have, great book, very simple to follow.",positive
This book is great for beginner fondant makers.  I was able to follow the instructions and tips and they helped a lot.,positive
Was exactly as stated. Very pleased with my purchase. Will order the rest of  the set. Great product. Very useful.,positive
"i learned how to make butter cream roses out of this book, very nice step by step instructions, easy to follow.",positive
This book is amazing! I love how Wilton publishes books for every stage of baking! This book is a must have for beginers!,positive
"I was a little disappointed in this book when I first got it. Since all you see on the cover is some ""clown"" cupcakes using the silly-feet baking cups (which I also purchased) I was expecting more uses of the silly-feet (I counted five), but it really covers whimsical cupcakes of all sorts, many of which would be suitable to make with children (easy to make).It's really just an idea book and a catalog of Wilton products and what you can do with them. There is a helpful section called ""The Perfect Cupcakes; How to bake, ice and decorate"", and there are about six pages of recipes. Most cupcake instructions are from 1/8 to 1/2 page long, right next to a big, clear picture.After getting over the ""it wasn't what I expected"" part of receiving this book, and seeing that my boyfriend seems rather enthusiastic about making really whimsical cupcakes and loves the silly-feet, I like this book more and more. Just don't expect anything sophisticated looking in it OR that many silly-feet ideas. If you are familiar with the typical adverbook that Wilton puts out, you shouldn't find any surprises here, and some of the recipes, which are a blend of from-a-mix and from-scratch, for the most part look very tempting.There are six pages of really cute Halloween cupcakes, including a vampire in a coffin, and some skeletons/ghosts/tombstones.",positive
I had gotten all the other Wilton books so I cld teach myself how to these decoration ideas and lets just say that these books helped me so much.,positive
"I bought this and the 2012 a the same time, only to realise half the book has the same info. It's more a catalog than a book of ideas. It does have some picture but it is basically the same as the 2012 year. It has a couple of recipes, but the are the same on both the yearbooks.I bought it because I wanted to learn how to make things with a step-by-step guide. It is not that.",positive
"I purchased the Wilton Course 1 guide a few weeks before I took my class, I found the book very easy to follow and easy to understand.  The only regret i had was my copy was different than the one handed out in class; the page numbers were different and it slowed me down a bit.",positive
"This lesson plan is a great companion to the Wilton decorating classes. I personally took the other 2 levels of classes in the series, but couldn't fit this one into my schedule, so I bought this lesson plan and theWilton Flowers and Cake Design Student Kitthinking I could learn on my own. I would consider myself an intermediate level decorator, and very good at self-study on many topics. But there were still some things in this book that it would be helpful to watch someone else do instead of teaching yourself - fortunately there are plenty of videos on the internet that helped me get through this. Overall, this is a great guide to decorating, but be prepared to do a little more searching on your own if you want to learn to perfect everything.",positive
I have never been a good cake decorator. It has always been just out of reach. This book made me say &#34;duh&#34; in my head so many times it's embarrassing. It really breaks it down and simplifies some of the basic techniques for noobies (like myself).,positive
Lots of interesting and helpful information for a beginner.  My daughter loves to bake and this will give her a opportunity to create much more.  Thank you!,positive
Easy to follow even for a clutz like me! Very informative and the instructions are straight forward. Im new to cake decorating so I have really enjoyed this book.,positive
I bought this because I haven't found time to take the class and found it's pretty easy to follow along and teach yourself everything in the book. There is step by step instructions for different designs and ideas and lots of hints and tricks for working with fondant and gumpaste.,positive
"Bought this book when I was hyped up and excited about baking and decorating cakes.  Although the designs are very outdated, it is very informative and I enjoy taking it out to view on occasion.",positive
I bought this for my daughter.  She likes to do cupcakes for parties.  She said it has good instructions and pictures and was helpful.,positive
"I absolutely love this book! Before purchasing, I found myself gathering bits and pieces of information from the wilton site to make the flowers and borders that I wanted, but this book puts them all together neatly without leaving anything out. I recently purchased Colette's Cakes which is also wonderful, but so much of it is advanced, and I'm just not there. I only decorate for fun. This book sticks to basics which, for me, is essential to focus. If I see to much detail I tend to become frustrated and over anxious. Then I end up giving up. So, with this book I can actually follow the process and learn step by step without the frustration.The only small disappointment was the weight of the cover. The paper is a bit thin and will need some support or will probably not hold up very well. Nothing a little clear contact paper can't cure though, so no big deal.",positive
"I've always loved cake decorating, ever since I took my first Wilton class.  Gum Paste and Fondant seemed beyond my capabilities but when I saw this book I decided to give it a try.  The book is very easy to follow with lots of step by step pictures.  It's a lot of fun but, I admit, a bit frustrating.  No matter how closely I follow the steps, my creations never turn out exactly like the pictures.  I think part of the problem is that I'm a perfectionist at heart but....grrrr.....I can't fault the book, as all Wilton Lesson Plans, it's great.",positive
THIS WAS EYE CATCHING AND WHEN I ORDERED IT I KNEW I HAD TO HAVE IT. IT IS QUITE HELPFUL,positive
"I learned a few tricks from this book. I am new to baking nice looking stuff. This helped me become a better decorator and got courses 2,3 and 4 as well. I wouldn't have picked anything else. Wilton hasn't disappointed me yet.",positive
